Exponencial,Poisson,Normal,Beta,Chisquare,Gamma,Lognormal,Binomial,Binomial_Neg
243.25339608157338,30,94.3425770361618,0.0002766343736297583,6.001681198808252,2.6078488248816787,1131.5136358200605,502,196
52.91955915643807,23,94.48593983434438,0.05661542469630719,3.4478564544218058,2.561473567946175,42406067934.95639,526,194
207.70297200799993,28,106.99625254494315,0.0023656032999688644,3.398311554563323,2.02881429058564,77282989.37606038,489,234
11.828074899363305,31,122.00403156026371,0.2981842761388583,2.564924408298053,0.688500229257395,7725.413993599872,501,211
136.81375624055377,23,57.43837229897855,0.12905899827249298,1.328048183060584,2.37334328745047,1.509248882121171e-07,492,216
61.7127654376026,33,87.90876438682268,0.27016628539450865,5.620555640461457,2.5122657232146794,987.7176776400603,481,222
86.65601802810795,29,114.69151151105976,0.026183945672824012,1.5900845803796635,0.49257490205714805,5862.8793332095975,494,207
83.74153978451075,31,76.5135602872117,0.4803056728650734,5.011862603032643,0.9409072850439082,15856765355137.059,516,215
29.029014962105848,32,91.56241949649453,0.3179038896157922,3.736463931023723,1.416865459645755,0.05959153206036977,490,217
13.202357782376817,15,82.15800700779224,0.2239305546343956,9.206733094352666,1.3316030010126485,8256994031.116103,484,226
167.71025873033622,25,113.23984586111607,0.023717258596172568,0.8431026416262634,0.3867588757574244,26.654946731549163,514,233
193.9141941248421,19,61.679048976008914,0.0003930422387401872,3.928509400739719,3.8301315262771696,0.5887865075553332,510,235
163.70145724016527,20,95.28775382675519,0.440394014336804,8.290593113088821,3.9377682683451516,117.70170555964432,506,200
11.656220061752613,33,110.32892886791991,0.01555707286175909,5.159463543317432,4.724444053351196,244.80925416860373,501,206
6.086767559725529,26,77.05348242716273,0.145561708216539,3.9125842481470205,0.7837238704018058,48165653534.47133,519,214
95.60435659653432,22,106.57244444243791,0.006861298362370423,2.5873173421186606,2.0154118564585026,914029.7340874911,520,197
177.99501370727486,27,97.67017439161337,0.04660845796260163,0.5854481331960846,2.771596590833785,12261348338.088387,499,220
41.25375094651825,24,133.6629632641401,0.5981717607982855,1.1991349632830623,1.0381846260690564,202244821435.8935,501,201
29.404690231503487,37,92.89550989319075,0.26513678834427146,9.01986039420528,1.4992159181153375,282920309.7456828,484,206
85.61686730002464,22,144.14837616774585,0.5554104728169457,6.619439754476767,1.5656990133400275,41473.91033077434,479,209
92.06388640644589,24,115.27226038305915,0.8014077202769909,20.106096967304815,1.3978873114159882,18316028959.76597,477,222
72.24271435933191,24,160.51755287112115,0.007465906784334977,1.83758360748476,4.601147699920233,899.402225824651,518,221
60.22285638699476,28,115.69903267331784,0.13526334712642804,1.4830814359726867,2.2834528405599666,211366.85945832497,513,229
120.83486569528725,23,97.9864437461816,0.5192887943345134,5.8005435713447255,1.4636387847610302,1.7777723786561523,503,211
41.006258747268554,16,70.20683407429715,0.07686825325353126,5.154169166691303,1.222932604842201,9.944288953091276e-05,485,194
73.52062607324879,23,104.17538235574045,0.5384594250328418,2.0787283767257803,1.825885362565678,0.012991733567025708,497,226
48.411551876692954,26,80.28542696008265,0.14839698403884088,5.613120374785787,2.5466815987668014,19035.5768195198,518,223
24.967234745325786,23,130.6178556255281,0.07016584588092405,2.818921352890995,1.2440209169256384,369179.2513074069,506,211
243.35104115063194,19,116.54605430347563,2.596956096501692e-05,11.22653676736926,1.2404937378547496,8299906.128052884,500,202
10.782136509996082,31,109.35620956793775,0.13604129753449523,0.5069300735499273,3.674338223457236,93.01614122023783,515,219
2.51245644597936,29,108.00015597261897,0.00010024916701084859,3.2405485717660647,1.1603541984463168,70219.5502708255,489,216
173.78279574570342,17,101.96079749816285,0.0008867300156759595,3.4888773576585574,1.8172676268572612,56885926037.14021,514,228
65.25960322240591,25,109.68057920228048,0.15372493264235257,6.568092374205485,0.865594799062643,0.13306829404611034,495,220
88.69647904033572,23,123.00864615101315,0.037805806503613974,5.386193503508193,1.599624150980826,3044199.914955954,489,207
109.9974964172989,29,103.35867017840079,0.006086441249692077,3.8578216782531722,2.9434149792265467,29478798913896.254,467,207
29.58280837810848,20,162.90604146253776,0.402620801483378,2.3907829356193604,0.2683288418637772,69896608.01012814,510,195
257.25229554197523,26,115.87256602514768,0.5782407765173442,4.24525595055623,0.27039715004521236,2591.461655359766,508,219
122.09086695508636,13,102.85908306693176,0.4813146898937017,3.54977777469836,1.0193317431567834,1838988.8502360578,476,211
20.334890812115177,25,82.7917210699238,0.2977362192038922,6.542826557262999,2.8327701884734378,38362757.175329976,474,229
292.4306338755271,19,101.40352744762903,0.002257567046471669,5.375017735604543,0.7398041724046726,214133643.00683272,491,211
122.85325082008849,20,120.61939688219113,0.442574231120506,1.8644373250039694,0.5890756755845732,104643.38465828044,515,230
