VariableX,VariableY
59.46714153011233,63.265109076371466
53.11735698828815,46.9417750976548
60.97688538100692,51.322792908930545
69.73029856408026,51.36040159028319
52.158466252766644,63.45282991678061
52.1586304305082,54.80043386917029
70.29212815507391,61.64162898043775
62.17434729152909,31.186619858552802
49.80525614065048,59.55136739295326
59.92560043585965,50.879666886330284
49.865823071875376,47.23440093826926
49.84270246429743,59.47241109259478
56.91962271566034,39.73030394763694
35.36719755342202,59.48019959212512
37.25082167486967,99.54137122289166
48.87712470759027,73.49546178405373
44.37168879665576,63.040035130430084
57.642473325952736,51.61580326395282
45.41975924478789,50.42195720312261
40.37696298664709,83.07958786151013
69.15648768921554,39.30374219124225
52.24223699513465,46.87443930934062
55.17528204687924,66.1789837448021
40.25251813786544,55.43157287074776
49.056172754748175,71.80218359574874
55.60922589709866,52.520985993823466
42.990064225776976,50.58064835783677
58.25698018345672,57.55177911190736
48.49361310081195,60.15707993599737
51.583062502067236,59.59331675459794
48.48293387770603,48.74614145675676
73.02278184508938,67.25596998470698
54.36502775262066,54.64189826978833
43.922890710440996,37.45899894324634
62.725449121031886,56.5888293717833
42.291563500289776,49.91167087444838
56.58863595004755,57.48293612294294
34.903298761202244,45.58408005093802
41.21813951101569,66.04114120567078
56.46861235869123,44.869306047976885
61.88466579995411,53.76630104616722
56.2136828118997,28.966252404674645
53.343517176117594,59.01415435916979
51.48896304410711,38.693837370931675
39.714780096325725,61.41315034352483
47.301557916052914,59.66685335458835
49.893612290402125,53.714502536997635
65.07122226218915,55.27258170575165
57.93618289568462,66.70512296521008
36.86959844637266,48.80836587051895
57.74083969394795,58.713871190038475
50.649177195836835,57.09257224024981
47.73077999694041,61.47866544119082
60.61676288840868,53.36327057391158
64.80999522495951,69.88089506864159
63.81280119116199,47.991172025032355
46.107824767773614,64.89014656901298
51.407876241487855,57.79370632477092
57.81263431403564,64.63373806437183
64.25545127122359,81.61461037988755
49.7082576215471,4.473528012501802
52.64341023336183,26.84390885521093
43.43665025993972,-12.034605394588809
42.537933759193294,50.80256732975323
62.625258223941984,53.111697920474576
68.06240028570824,52.592315983633355
53.77989878419666,32.28256317715673
64.53532897892023,71.86916004414547
58.11636025047634,41.93163117973229
48.04880245394876,56.32508544935216
58.11395605508414,72.12283401833744
69.88036566465969,56.328206977456034
54.14173960890049,52.46896090869678
70.14643655814007,60.76170387551143
28.302548959102555,103.28230283694377
62.71902504375224,57.77370733589385
55.370470682381715,58.93019631649963
51.509926495341325,45.32150471893719
55.41760776535502,49.090983470674324
34.624310853991076,64.38985403589732
52.30328112162488,62.43521768150041
58.07112571511746,48.095046573447306
69.27894044741517,55.61930025637848
49.31729781726352,69.64331729775812
46.41506397106812,45.200126704938924
49.482429564154636,61.47756499034354
63.65402117702074,51.864910377865954
57.787511096596845,35.23551595784011
49.20239796232961,49.71792869191071
59.63267433113356,53.74443118437456
55.4707754934804,62.2226031478751
64.18644990532889,41.821706376592715
47.479469061226474,68.05772169776779
51.223378534022316,51.123762021163756
50.578918468678424,43.49507164955055
39.864850518678814,52.506181418249994
57.46120277064576,74.83919008366567
57.110552721798896,56.863440574177375
54.55113456642461,51.9375356798764
52.15412866624853,53.98543032903617
40.34629257949586,61.96274987220389
50.29354677234641,31.13907556478292
51.072854834732304,78.73274046057782
46.47722730778381,66.45909212695159
52.887142883339905,70.35185427940911
58.540508568145384,59.57091468244963
73.3618590121053,57.503639052030174
56.24577812831839,51.72404154685957
57.07550390722764,50.41512031288923
53.75554084233833,38.233529981399414
35.312287847009586,28.549238846748345
54.23486124550783,33.27489827897479
55.10230209941027,45.23233290874135
79.13242112485287,44.227248799520794
52.576390352188774,63.95503233630368
57.515473423336125,39.90648915688283
54.15288230294757,63.0846000669093
42.81321962380468,54.22284321415277
65.9282281451502,80.7145400893705
62.019330326867745,57.8367060565552
62.410319470430466,56.732008639011475
45.406125452052606,58.86486599295322
68.52794310936099,55.37547694234296
40.48148937207719,57.02965578483008
60.368570938002705,60.81303846604332
76.40455625809979,67.13049110586728
44.59463674869312,74.06719824727224
48.83702270397228,60.224497022404236
55.49651365087641,73.52321998046884
49.46524345883801,56.42380453100279
38.993365689338674,47.99301340234966
55.18562974806027,51.6059131676732
43.87696286273895,68.47460032653669
59.23592430635182,58.889291425846636
45.30575765766197,49.655891911740426
69.9993440501754,57.18233154509587
46.66746707663763,59.475367420625986
51.27938483794324,112.46528475051323
62.635172173696695,55.63290554114322
42.19135683566045,71.7288724125058
56.77459934604129,51.63545050380639
67.57142754282428,58.738489592342546
38.42516765438772,64.2830912489092
56.34633858532304,75.3214032203877
57.098827942484235,55.14003038328023
